T.No.     	Dir   Len   	Acc   	Dec   	Pri		Velocity	Op.D		Pr.Halts		stnName	Loop		A.Time	D.Time
15160     	up	0.5000	0.3000	0.8000	3.300		1.667		all		02		
64151     	up	0.5000	0.3500	0.8000	3.300		1.667		all		15		
64107     	up	0.5000	0.3000	0.8000	3.300		1.600		all		06		
11071     	up	0.5000	0.3000	0.8000	3.300		1.667		all		02		
88888     	up	0.5000	0.3000	0.8000	3.300		1.667		all		10		
54465     	up	0.5000	0.3000	0.8000	3.300		1.667		all		05		
64589     	up	0.5000	0.3000	0.8000	3.300		1.667		all		10		
64113     	up	0.5000	0.3300	0.8000	3.300		1.600		all		10		
19421     	up	0.5000	0.3000	0.8000	3.300		1.667		all		02		
64461     	up	0.5000	0.3000	0.8000	3.300		1.667		all		11		
802       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
804       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
805       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
806       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
807       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
808       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
809       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
810       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
811       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
812       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
813       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
814       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
815       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
816       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
817       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
818       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
819       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
820       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
821       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
822       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
823       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
824       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
825       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
826       	up	0.5000	0.1440	0.2880	6.000		1.000		all		01		
64583     	up	0.5000	0.3000	0.8000	1.000		1.667		all		00		
64157     	up	0.5000	0.3300	0.8000	1.050		1.667		all		00		
12301     	up	0.5000	0.1300	0.8000	1.100		2.167		all		00		
12423     	up	0.5000	0.1800	0.8000	1.100		2.167		all		00		
12313     	up	0.5000	0.1800	0.8000	1.100		2.167		all		00		
22811     	up	0.5000	0.1800	0.8000	1.100		2.167		all		00		
12877     	up	0.5000	0.1800	0.8000	1.100		2.167		all		00		
12003     	up	0.5000	0.2300	0.8000	1.100		2.167		all		00		
19314     	up	0.5000	0.1300	0.8000	1.600		1.833		all		00		
12225     	up	0.5000	0.1300	0.8000	1.600		1.833		all		00		
19166     	up	0.5000	0.1300	0.8000	1.600		1.833		all		00		
13237     	up	0.5000	0.0800	0.8000	1.600		1.833		all		00		
12581     	up	0.5000	0.1300	0.8000	1.600		1.833		all		00		
14863     	up	0.5000	0.1300	0.8000	1.600		1.833		all		00		
64153     	up	0.5000	0.3300	0.8000	1.610		1.667		all		00		
12349     	up	0.5000	0.0800	0.8000	1.620		1.833		all		00		
64165     	up	0.5000	0.3000	0.8000	1.630		1.667		all		00		
12817     	up	0.5000	0.1300	0.8000	1.640		1.750		all		00		
11016     	up	0.5000	0.1300	0.8000	1.640		1.833		all		00		
13007     	up	0.5000	0.2500	0.8000	1.640		1.833		all		00		
12150     	up	0.5000	0.1300	0.8000	1.640		1.833		all		00		
12948     	up	0.5000	0.1300	0.8000	1.640		1.833		all		00		
51804     	up	0.5000	0.1300	0.8000	1.640		1.833		all		00		
12303     	up	0.5000	0.1300	0.8000	1.640		2.167		all		00		
22405     	up	0.5000	0.1300	0.8000	1.640		2.167		all		00		
12561     	up	0.5000	0.1300	0.8000	1.700		1.833		all		00		
13201     	up	0.5000	0.1500	0.8000	1.700		1.833		all		00		
63237     	up	0.5000	0.3000	0.8000	1.710		1.667		all		00		
12175     	up	0.5000	0.1300	0.8000	1.720		1.833		all		00		
64591     	up	0.5000	0.3500	0.8000	1.730		1.667		all		00		
12323     	up	0.5000	0.1300	0.8000	1.750		1.833		all		00		
12541     	up	0.5000	0.1300	0.8000	1.750		1.833		all		00		
15483     	up	0.5000	0.1800	0.8000	1.750		1.833		all		00		
15004     	up	0.5000	0.2300	0.8000	1.750		1.833		all		00		
64168     	up	0.5000	0.3300	0.8000	1.760		1.600		all		00		
12311     	up	0.5000	0.2300	0.8000	1.770		1.833		all		00		
18101     	up	0.5000	0.2300	0.8000	1.770		1.833		all		00		
51802     	up	0.5000	0.1300	0.8000	1.800		1.833		all		00		
12505     	up	0.5000	0.1300	0.8000	1.820		1.833		all		00		
12419     	up	0.5000	0.2300	0.8000	1.820		1.833		all		00		
12321     	up	0.5000	0.1300	0.8000	1.820		1.833		all		00		
64587     	up	0.5000	0.3300	0.8000	1.830		1.667		all		00		
12496     	up	0.5000	0.1300	0.8000	1.840		1.833		all		00		
12487     	up	0.5000	0.1300	0.8000	1.840		1.833		all		00		
12987     	up	0.5000	0.1300	0.8000	1.840		1.833		all		00		
12307     	up	0.5000	0.1300	0.8000	1.840		1.833		all		00		
14110     	up	0.5000	0.1300	0.8000	1.840		1.833		all		00		
12168     	up	0.5000	0.1300	0.8000	1.840		1.833		all		00		
11094     	up	0.5000	0.1300	0.8000	1.840		1.833		all		00		
12511     	up	0.5000	0.1300	0.8000	1.840		1.833		all		00		
11123     	up	0.5000	0.1300	0.8000	1.840		1.833		all		00		
12142     	up	0.5000	0.1000	0.8000	1.840		1.833		all		00		
13345     	up	0.5000	0.1300	0.8000	1.840		1.833		all		00		
12875     	up	0.5000	0.2000	0.8000	1.860		1.833		all		00		
54162     	up	0.5000	0.1300	0.8000	1.860		1.833		all		00		
14155     	up	0.5000	0.1300	0.8000	1.860		1.833		all		00		
12179     	up	0.5000	0.2000	0.8000	1.860		1.833		all		00		
11110     	up	0.5000	0.1300	0.8000	1.900		1.833		all		00		
22454     	up	0.5000	0.1300	0.8000	1.900		1.833		all		00		
15205     	up	0.5000	0.1300	0.8000	1.900		1.833		all		00		
64161     	up	0.5000	0.3300	0.8000	1.905		1.667		all		00		
15707     	up	0.5000	0.1300	0.8000	1.907		1.833		all		00		
14217     	up	0.5000	0.2000	0.8000	1.910		1.833		all		00		
12801     	up	0.5000	0.1300	0.8000	1.920		2.167		all		00		
12397     	up	0.5000	0.1300	0.8000	1.920		2.167		all		00		
14113     	up	0.5000	0.2500	0.8000	1.950		1.833		all		00		
22441     	up	0.5000	0.2500	0.8000	1.950		1.833		all		00		
13413     	up	0.5000	0.2000	0.8000	1.950		1.833		all		00		
14005     	up	0.5000	0.1800	0.8000	1.970		1.833		all		00		
19038     	up	0.5000	0.1300	0.8000	1.975		1.833		all		00		
14723     	up	0.5000	0.2000	0.8000	1.975		1.833		all		00		
64595     	up	0.5000	0.3300	0.8000	1.977		1.667		all		00		
14055     	up	0.5000	0.1800	0.8000	1.980		1.833		all		00		
12742     	up	0.5000	0.1300	0.8000	2.000		1.833		all		00		
19046     	up	0.5000	0.1300	0.8000	2.000		1.833		all		00		
12367     	up	0.5000	0.1300	0.8000	2.000		1.833		all		00		
12555     	up	0.5000	0.1300	0.8000	2.050		1.833		all		00		
12451     	up	0.5000	0.1300	0.8000	2.060		1.833		all		00		
12427     	up	0.5000	0.1300	0.8000	2.100		1.833		all		00		
12393     	up	0.5000	0.1000	0.8000	2.110		2.167		all		00		
12533     	up	0.5000	0.1300	0.8000	2.150		1.833		all		00		
16230     	up	0.5000	0.1300	0.8000	2.150		1.833		all		00		
15231     	up	0.5000	0.2300	0.8000	2.150		1.833		all		00		
12309     	up	0.5000	0.1300	0.8000	2.150		2.167		all		00		
12565     	up	0.5000	0.1300	0.8000	2.150		1.833		all		00		
14369     	up	0.5000	0.2300	0.8000	2.200		1.833		all		00		
12401     	up	0.5000	0.1800	0.8000	2.200		1.833		all		00		
12559     	up	0.5000	0.1300	0.8000	2.200		1.833		all		00		
12296     	up	0.5000	0.1300	0.8000	2.200		1.833		all		00		
12403     	up	0.5000	0.1300	0.8000	2.200		1.833		all		00		
12553     	up	0.5000	0.1300	0.8000	2.200		1.833		all		00		
12417     	up	0.5000	0.2000	0.8000	2.300		1.833		all		00		
16359     	up	0.5000	0.3000	0.8000	3.000		1.667		all		00		
64101     	up	0.5000	0.3000	0.8000	3.000		1.600		all		00		
12165     	up	0.5000	0.3000	0.8000	3.000		1.667		all		00		
64163     	up	0.5000	0.3000	0.8000	3.200		1.667		all		00		
54467     	up	0.5000	0.3000	0.8000	3.200		1.667		all		00		
64111     	up	0.5000	0.3000	0.8000	3.200		1.600		all		00		
64103     	up	0.5000	0.3500	0.8000	3.200		1.600		all		00		
64105     	up	0.5000	0.3500	0.8000	3.200		1.600		all		00		
64581     	up	0.5000	0.3000	0.8000	3.300		1.667		all		00		
11107     	up	0.5000	0.3000	0.8000	3.300		1.667		all		00		
64593     	up	0.5000	0.3000	0.8000	3.300		1.667		all		00		
15107     	up	0.5000	0.3000	0.8000	3.300		1.667		all		00		
64109     	up	0.5000	0.3000	0.8000	3.300		1.600		all		00		
63353     	up	0.5000	0.3000	0.8000	3.300		1.667		all		00		
11055     	up	0.5000	0.3000	0.8000	3.300		1.667		all		00		
18201     	up	0.5000	0.3000	0.8000	3.300		1.667		all		00		
64155     	up	0.5000	0.3000	0.8000	3.300		1.667		all		00		
11061     	up	0.5000	0.3000	0.8000	3.300		1.667		all		00		
12791     	up	0.5000	0.3000	0.8000	3.300		1.667		all		00		
54469     	up	0.5000	0.3000	0.8000	3.300		1.667		all		00		
15160     	up	0.5000	0.3000	0.8000	3.300		1.667		all		00		
64151     	up	0.5000	0.3500	0.8000	3.300		1.667		all		00		
64107     	up	0.5000	0.3000	0.8000	3.300		1.600		all		00		
11071     	up	0.5000	0.3000	0.8000	3.300		1.667		all		00		
88888     	up	0.5000	0.3000	0.8000	3.300		1.667		all		00		
54465     	up	0.5000	0.3000	0.8000	3.300		1.667		all		00		
64589     	up	0.5000	0.3000	0.8000	3.300		1.667		all		00		
64113     	up	0.5000	0.3300	0.8000	3.300		1.600		all		00		
19421     	up	0.5000	0.3000	0.8000	3.300		1.667		all		00		
64461     	up	0.5000	0.3000	0.8000	3.300		1.667		all		00		
